Magnitude, Longitude, Latitude, Depth, Year, Month, Day, Error
2.55, -98.224, 35.332, 5, 2004, 09, 09, 0.297
2.62, -98.153, 35.259, 5, 2004, 09, 10, 0.294
2.24, -98.241, 35.277, 5, 2004, 09, 10, 0.313
2.70, -98.235, 35.332, 5, 2004, 09, 10, 0.290
2.47, -98.184, 35.342, 5, 2004, 09, 10, 0.301
2.65, -98.153, 35.454, 5, 2004, 09, 10, 0.142
2.39, -98.380, 35.286, 5, 2004, 09, 10, 0.305
2.48, -98.048, 35.369, 5, 2004, 09, 10, 0.240
2.32, -97.503, 34.845, 5, 2004, 09, 10, 0.309
2.24, -97.073, 34.391, 5, 2004, 09, 13, 0.313
2.47, -97.571, 34.845, 5, 2004, 09, 25, 0.301
2.55, -96.899, 34.251, 5, 2004, 10, 13, 0.297
2.24, -96.152, 35.110, 5, 2004, 10, 16, 0.313
2.62, -96.441, 34.490, 5, 2004, 10, 17, 0.294
2.47, -96.135, 34.691, 5, 2004, 10, 30, 0.301
2.39, -97.795, 33.927, 5, 2004, 10, 31, 0.305
2.39, -97.517, 34.836, 5, 2004, 10, 31, 0.305
2.68, -97.672, 34.864, 5, 2004, 11, 22, 0.240
2.50, -97.575, 34.866, 5, 2004, 12, 08, 0.221
2.83, -97.609, 34.815, 5, 2004, 12, 21, 0.221
1.58, -97.682, 34.070, 5, 2005, 02, 04, 0.240
2.88, -95.238, 34.238, 5, 2005, 02, 06, 0.240
2.08, -98.676, 36.504, 5, 2005, 02, 12, 0.240
2.68, -95.192, 34.179, 5, 2005, 04, 22, 0.240
2.48, -97.608, 35.250, 5, 2005, 05, 16, 0.240
2.18, -98.069, 34.320, 5, 2005, 05, 19, 0.240
2.55, -96.818, 34.685, 5, 2005, 07, 25, 0.250
2.93, -98.765, 36.808, 5, 2005, 08, 21, 0.250
2.32, -96.171, 33.946, 5, 2005, 08, 25, 0.250
2.32, -95.986, 35.280, 5, 2005, 09, 29, 0.250
1.86, -97.496, 34.981, 5, 2005, 10, 22, 0.250
2.09, -97.484, 35.003, 5, 2005, 10, 22, 0.250
2.09, -97.468, 34.795, 5, 2005, 10, 26, 0.250
2.62, -97.899, 36.733, 5, 2005, 10, 28, 0.250
1.86, -96.108, 34.729, 5, 2005, 11, 01, 0.250
2.24, -96.098, 34.643, 5, 2005, 11, 28, 0.250
2.09, -96.067, 34.681, 5, 2005, 11, 30, 0.250
2.32, -95.024, 34.562, 5, 2005, 12, 05, 0.250
2.32, -97.297, 36.462, 5, 2005, 12, 08, 0.250
2.32, -95.904, 34.687, 5, 2005, 12, 13, 0.250
2.55, -96.478, 34.279, 5, 2005, 12, 18, 0.250
2.32, -95.777, 35.559, 5, 2008, 03, 16, 0.250
2.39, -95.787, 36.197, 0, 2010, 02, 15, 0.250
2.62, -95.480, 35.591, 5, 2010, 02, 23, 0.250
2.09, -98.841, 34.922, 0, 2010, 04, 07, 0.250
2.32, -98.843, 34.925, 0, 2010, 05, 13, 0.250
2.32, -95.081, 35.807, 0, 2010, 06, 02, 0.250
2.39, -95.130, 35.977, 4, 2010, 06, 02, 0.250
2.24, -95.461, 36.941, 101, 2010, 06, 02, 0.250
2.55, -95.391, 36.731, 5, 2010, 06, 02, 0.250
2.16, -95.369, 36.666, 0, 2010, 06, 03, 0.250
1.86, -95.382, 35.141, 3, 2010, 06, 14, 0.250
2.47, -98.804, 34.947, 5, 2010, 06, 30, 0.250
2.47, -95.441, 36.714, 0, 2010, 07, 07, 0.250
2.55, -94.967, 35.315, 0, 2010, 07, 08, 0.250
2.09, -98.836, 34.926, 0, 2010, 07, 22, 0.250
1.94, -95.706, 36.250, 3, 2010, 07, 23, 0.250
2.16, -95.381, 34.053, 0, 2010, 07, 26, 0.250
1.78, -98.565, 34.690, 5, 2010, 07, 29, 0.250
2.24, -98.626, 34.961, 0, 2010, 09, 07, 0.250
2.85, -95.788, 36.231, 0, 2010, 09, 10, 0.250
2.09, -99.056, 34.658, 0, 2010, 09, 14, 0.250
2.70, -95.039, 35.350, 0, 2010, 09, 14, 0.250
2.55, -95.815, 36.214, 1, 2010, 09, 29, 0.250
2.93, -95.584, 35.018, 5, 2010, 10, 19, 0.250
2.55, -95.419, 34.360, 16, 2010, 10, 22, 0.250
2.55, -95.823, 36.225, 0, 2010, 11, 16, 0.250
2.62, -95.821, 36.218, 0, 2010, 12, 02, 0.250
2.16, -98.657, 34.938, 0, 2010, 12, 14, 0.250
2.09, -98.660, 34.929, 0, 2011, 01, 21, 0.250
3.00, -94.831, 36.672, 0, 2011, 01, 24, 0.250
2.70, -95.003, 36.649, 4, 2011, 01, 24, 0.250
2.55, -95.055, 35.301, 0, 2011, 01, 24, 0.250
2.16, -95.964, 36.187, 1, 2011, 01, 24, 0.250
2.32, -98.660, 34.719, 0, 2011, 02, 04, 0.250
2.93, -99.667, 35.751, 5, 2011, 02, 19, 0.250
2.39, -99.032, 34.636, 0, 2011, 03, 07, 0.250
2.62, -99.597, 35.117, 4, 2011, 03, 10, 0.250
2.62, -99.592, 35.123, 0, 2011, 03, 10, 0.250
2.16, -95.665, 36.277, 17, 2011, 03, 28, 0.250
2.47, -99.665, 36.864, 3, 2011, 04, 08, 0.250
2.62, -95.840, 36.233, 3, 2011, 06, 15, 0.250
2.16, -94.829, 33.913, 0, 2011, 06, 16, 0.250
3.00, -95.033, 35.317, 3, 2011, 07, 26, 0.250
2.77, -95.335, 35.727, 3, 2011, 10, 17, 0.250
2.47, -95.418, 36.702, 0, 2011, 10, 17, 0.250
2.77, -95.825, 36.224, 3, 2011, 10, 24, 0.250
2.47, -95.136, 35.362, 0, 2012, 02, 06, 0.250
2.01, -98.404, 34.598, 11, 2012, 04, 09, 0.250
2.16, -95.376, 36.792, 0, 2012, 05, 10, 0.250
2.47, -94.999, 35.309, 0, 2012, 12, 10, 0.250
2.09, -95.046, 35.380, 0, 2013, 02, 07, 0.250
2.47, -95.427, 36.787, 0, 2013, 02, 08, 0.250
2.01, -95.436, 36.863, 0, 2013, 02, 12, 0.250
2.47, -95.813, 36.266, 0, 2013, 02, 22, 0.250
2.47, -95.694, 36.241, 0, 2013, 03, 06, 0.250
2.47, -95.109, 35.298, 0, 2013, 03, 11, 0.250
2.77, -98.403, 34.705, 8, 2013, 04, 05, 0.250
2.47, -95.563, 35.850, 0, 2013, 04, 05, 0.250
2.32, -95.437, 36.752, 0, 2013, 04, 19, 0.250
2.70, -95.297, 33.932, 4, 2013, 05, 01, 0.250
2.62, -95.494, 35.311, 5, 2013, 05, 10, 0.250
2.24, -95.135, 35.325, 0, 2013, 06, 03, 0.250
2.55, -95.833, 36.250, 0, 2013, 06, 25, 0.250
3.00, -95.589, 34.621, 15, 2013, 06, 29, 0.250
2.55, -95.834, 36.190, 0, 2013, 07, 02, 0.250
2.62, -95.742, 36.219, 5, 2013, 07, 31, 0.250
2.39, -95.742, 36.245, 0, 2013, 08, 07, 0.250
2.39, -95.548, 35.826, 0, 2013, 08, 09, 0.250
2.16, -95.681, 35.535, 5, 2013, 08, 11, 0.250
2.32, -95.786, 36.231, 0, 2013, 08, 15, 0.250
2.62, -95.292, 35.808, 0, 2013, 08, 16, 0.250
2.39, -95.342, 36.707, 0, 2013, 08, 17, 0.250
2.55, -95.793, 36.229, 0, 2013, 08, 20, 0.250
2.62, -95.252, 36.873, 0, 2013, 09, 03, 0.250
2.62, -99.718, 35.443, 5, 2013, 11, 08, 0.250
2.77, -94.912, 34.270, 4, 2013, 11, 10, 0.250
2.47, -95.835, 36.224, 0, 2013, 11, 11, 0.250
2.77, -94.851, 34.240, 5, 2013, 11, 12, 0.250
2.47, -95.746, 36.252, 5, 2013, 11, 14, 0.250
2.62, -95.059, 35.330, 0, 2013, 11, 14, 0.250
2.47, -95.128, 35.855, 0, 2013, 11, 25, 0.250
2.55, -95.811, 36.230, 1, 2013, 11, 25, 0.250
2.70, -95.325, 36.604, 4, 2014, 01, 27, 0.250
2.47, -95.769, 36.254, 0, 2014, 02, 13, 0.250
2.39, -99.278, 35.345, 5, 2014, 02, 18, 0.250
2.24, -95.405, 36.615, 84, 2014, 04, 01, 0.250
2.16, -98.855, 34.913, 5, 2014, 07, 07, 0.250
2.32, -98.921, 34.618, 10, 2014, 07, 07, 0.250
2.47, -95.424, 36.624, 5, 2014, 07, 18, 0.250
2.24, -95.780, 36.242, 22, 2014, 07, 21, 0.250
2.47, -95.429, 36.624, 5, 2014, 07, 22, 0.250
2.09, -98.677, 34.729, 5, 2014, 07, 31, 0.250
2.32, -95.843, 36.224, 1, 2014, 11, 05, 0.250
2.47, -95.828, 36.225, 0, 2014, 11, 24, 0.250
2.08, -95.792, 36.256, 1, 2015, 01, 15, 0.240
2.32, -95.068, 35.325, 5, 2015, 03, 11, 0.250
2.32, -95.288, 35.165, 5, 2015, 05, 11, 0.250
2.47, -95.560, 34.564, 22, 2015, 05, 14, 0.250
2.24, -95.181, 35.931, 5, 2015, 06, 05, 0.250
2.28, -95.949, 36.428, 5, 2015, 09, 03, 0.240
2.38, -95.780, 36.530, 5, 2016, 01, 14, 0.240
2.93, -99.250, 36.210, 0, 2016, 03, 18, 0.250
3.00, -99.216, 36.206, 0, 2016, 03, 18, 0.250
3.00, -99.244, 36.213, 0, 2016, 03, 18, 0.250
3.08, -99.259, 36.230, 7, 2016, 03, 18, 0.250
2.28, -99.172, 36.170, 5, 2016, 03, 19, 0.240
2.77, -99.256, 36.222, 4, 2016, 03, 19, 0.250
2.28, -100.016, 36.766, 5, 2016, 03, 25, 0.240
2.93, -94.962, 35.672, 5, 2016, 04, 03, 0.250
2.62, -99.680, 36.700, 3, 2016, 06, 20, 0.250
2.93, -99.720, 36.838, 2, 2016, 07, 09, 0.250
2.62, -99.710, 36.811, 3, 2016, 07, 15, 0.250
2.16, -95.973, 35.907, 39, 2016, 10, 13, 0.250
2.01, -95.335, 35.265, 4, 2016, 10, 24, 0.250
2.70, -99.828, 36.648, 3, 2016, 11, 30, 0.250
